x1 	 x2
0.624	0.6106240000000001
0.626	0.608124
0.628	0.6056159999999999
0.63	0.6031
0.632	0.600576
0.634	0.598044
0.636	0.595504
0.638	0.592956
0.64	0.5904
0.642	0.587836
0.644	0.585264
0.646	0.582684
0.648	0.580096
0.65	0.5774999999999999
0.652	0.574896
0.654	0.572284
0.656	0.569664
0.658	0.567036
0.66	0.5644
0.662	0.5617559999999999
0.664	0.5591039999999999
0.666	0.5564439999999999
0.668	0.5537759999999999
0.67	0.5510999999999999
0.672	0.548416
0.674	0.5457239999999999
0.676	0.543024
0.678	0.540316
0.68	0.5375999999999999
0.682	0.5348759999999999
0.684	0.532144
0.686	0.529404
0.6880000000000001	0.5266559999999999
0.6900000000000001	0.5238999999999999
0.6920000000000001	0.5211359999999999
0.6940000000000001	0.5183639999999999
0.6960000000000001	0.5155839999999999
0.6980000000000001	0.5127959999999999
0.7000000000000001	0.5099999999999999
0.7020000000000001	0.507196
0.704	0.504384
0.706	0.5015640000000001
0.708	0.49873600000000007
0.71	0.4959
0.712	0.49305600000000005
0.714	0.4902040000000001
0.716	0.487344
0.718	0.484476
0.72	0.48160000000000003
0.722	0.47871600000000003
0.724	0.475824
0.726	0.472924
0.728	0.470016
0.73	0.46710000000000007
0.732	0.46417600000000003
0.734	0.461244
0.736	0.45830400000000004
0.738	0.455356
0.74	0.4524
0.742	0.44943600000000006
0.744	0.44646399999999997
0.746	0.443484
0.748	0.440496
0.75	0.4375
0.752	0.434496
0.754	0.431484
0.756	0.42846399999999996
0.758	0.42543600000000004
0.76	0.4224
0.762	0.41935599999999995
0.764	0.416304
0.766	0.41324399999999994
0.768	0.410176
0.77	0.4071
0.772	0.40401599999999993
0.774	0.40092399999999995
0.776	0.39782399999999996
0.778	0.39471599999999996
0.78	0.39159999999999995
0.782	0.38847599999999993
0.784	0.3853439999999999
0.786	0.382204
0.788	0.37905599999999995
0.79	0.3758999999999999
0.792	0.37273599999999996
0.794	0.3695639999999999
0.796	0.36638399999999993
0.798	0.36319599999999996
0.8	0.3599999999999999
0.802	0.3567959999999999
0.804	0.3535839999999999
0.806	0.3503639999999999
0.808	0.3471359999999999
0.81	0.3438999999999999
0.812	0.34065599999999996
0.8140000000000001	0.3374039999999999
0.8160000000000001	0.3341439999999999
0.8180000000000001	0.33087599999999995
0.8200000000000001	0.3275999999999999
0.8220000000000001	0.32431599999999994
0.8240000000000001	0.32102399999999987
0.8260000000000001	0.3177239999999999
0.8280000000000001	0.3144159999999999
0.8300000000000001	0.31109999999999993
0.8320000000000001	0.3077759999999998
0.834	0.30444400000000005
0.836	0.30110400000000004
0.838	0.297756
0.84	0.2944000000000001
0.842	0.2910360000000001
0.844	0.28766400000000003
0.846	0.2842840000000001
0.848	0.28089600000000003
0.85	0.2775000000000001
0.852	0.274096
0.854	0.27068400000000004
0.856	0.26726400000000006
0.858	0.26383600000000007
0.86	0.2604000000000001
0.862	0.2569560000000001
0.864	0.25350400000000006
0.866	0.25004400000000004
0.868	0.24657600000000002
0.87	0.24309999999999998
0.872	0.23961600000000005
0.874	0.236124
0.876	0.23262400000000005
0.878	0.229116
0.88	0.22560000000000002
0.882	0.22207599999999994
0.884	0.21854399999999996
0.886	0.21500399999999997
0.888	0.21145599999999998
0.89	0.20789999999999997
0.892	0.20433599999999996
0.894	0.20076399999999994
0.896	0.19718399999999991
0.898	0.193596
0.9	0.18999999999999995
0.902	0.186396
0.904	0.18278399999999995
0.906	0.179164
0.908	0.17553599999999991
0.91	0.17189999999999994
0.912	0.16825599999999996
0.914	0.16460399999999997
0.916	0.16094399999999998
0.918	0.15727599999999997
0.92	0.15359999999999996
0.922	0.14991599999999994
0.924	0.1462239999999999
0.926	0.14252399999999987
0.928	0.13881599999999994
0.93	0.1350999999999999
0.932	0.13137599999999994
0.934	0.12764399999999987
0.936	0.1239039999999999
0.9380000000000001	0.12015599999999993
0.9400000000000001	0.11639999999999984
0.9420000000000001	0.11263599999999985
0.9440000000000001	0.10886399999999985
0.9460000000000001	0.10508399999999984
0.9480000000000001	0.10129599999999983
0.9500000000000001	0.09749999999999992
0.9520000000000001	0.09369599999999989
0.9540000000000001	0.08988399999999985
0.9560000000000001	0.08606399999999981
0.9580000000000001	0.08223599999999986
0.96	0.07840000000000003
0.962	0.07455600000000007
0.964	0.0707040000000001
0.966	0.06684400000000001
0.968	0.06297600000000003
0.97	0.05910000000000004
0.972	0.05521600000000004
0.974	0.051324000000000036
0.976	0.04742400000000002
0.978	0.043516
0.98	0.03960000000000008
0.982	0.03567600000000004
0.984	0.031743999999999994
0.986	0.02780400000000005
0.988	0.02385599999999999
0.99	0.01990000000000003
0.992	0.01593600000000006
0.994	0.011963999999999975
0.996	0.007983999999999991
0.998	0.0039959999999999996
1.0	0.0
